clues,institucion_siglas,institución,entidad,municipio,tipo_establecimiento,clave_tipologia,nombre_tipologia,nivel_atencion,sector,nombre_unidad,direccion_completa,latitud,longitud
GTSSA005391,SSA,Secretaría de Salud,GUANAJUATO,GUANAJUATO,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,LA YERBABUENA-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , COLONIA YERBABUENA, GUANAJUATO, GUANAJUATO, CP. 36259",20.967673,-101.273621
GTSSA005403,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U4NB,Urbano de 04 Núcleos Básicos,Primer Nivel,Público,LA ERMITA-UMAPS,"CALLE LACONIA 225, COLONIA LA ERMITA, LEON, GUANAJUATO, CP. 37358",21.150663,-101.7327225
GTSSA005415,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U6NB,Urbano de 06 Núcleos Básicos,Primer Nivel,Público,SAN FRANCISCO DE ASIS-UMAPS,"CALLE FRAY ALBERTO 114, COLONIA AMPLIACION SAN FRANCISCO , LEON, GUANAJUATO, CP. 37295",21.09648,-101.59904
GTSSA005432,SSA,Secretaría de Salud,GUANAJUATO,PURISIMA DEL RINCON,Hospitalización,M,Hospital General,Segundo Nivel,Público,HOSPITAL GENERAL PURISIMA DEL RINCON,"BOULEVARD  MANUEL DE JESUS CLOUTHIER DEL RINCON 922, COLONIA LOMA DE SANTA CRUZ, PURISIMA DEL RINCON, GUANAJUATO, CP. 36414",21.041691,-101.860266
GTSSA005444,SSA,Secretaría de Salud,GUANAJUATO,SANTIAGO MARAVATIO,Consulta Externa,U3NB,Urbano de 03 Núcleos Básicos,Primer Nivel,Público,SANTIAGO MARAVATIO UMAPS,"CALLE LA LADRILLERA 4, BARRIO DE GUADALUPE, SANTIAGO MARAVATIO, GUANAJUATO, CP. 38970",20.167962,-100.998559
GTSSA005456,SSA,Secretaría de Salud,GUANAJUATO,OCAMPO,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,UMAPS SANTA BÁRBARA,"CALLE GUANAJUATO SIN NUMERO  , PUEBLO SANTA BÁRBARA, OCAMPO, GUANAJUATO, CP. 37642",21.54164,-101.378823
GTSSA005485,SSA,Secretaría de Salud,GUANAJUATO,JERECUARO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CANDELAS UMAPS,"CALLE 1 20, HACIENDA CANDELAS, JERECUARO, GUANAJUATO, CP. 38553",20.311389,-100.450028
GTSSA005490,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,UMAPS SAN ANDRES ENGUARO,"CALLE MORENO SIN NÚMERO, PUEBLO SAN ANDRES ENGUARO, YURIRIA, GUANAJUATO, CP. 38950",20.195927,-101.229081
GTSSA005502,SSA,Secretaría de Salud,GUANAJUATO,COMONFORT,Hospitalización,HINTC,Hospital Integral (Comunitario),Segundo Nivel,Público,HOSPITAL COMUNITARIO COMONFORT,"AVENIDA EMPALME ESCOBEDO 650, HACIENDA HACIENDA VIRELA, COMONFORT, GUANAJUATO, CP. 38217",20.73727,-100.77438
GTSSA005514,SSA,Secretaría de Salud,GUANAJUATO,SAN LUIS DE LA PAZ,Consulta Externa,U12NB,Urbano de 12 Núcleos Básicos y Más,Primer Nivel,Público,SAN LUIS DE LA PAZ-CAISES,"CALLE MEXICO 68 110, COLONIA LA CENTRAL, SAN LUIS DE LA PAZ, GUANAJUATO, CP. 37906",21.292782,-100.526802
GTSSA005526,SSA,Secretaría de Salud,GUANAJUATO,ROMITA,Consulta Externa,U5NB,Urbano de 05 Núcleos Básicos,Primer Nivel,Público,ROMITA CAISES,"CARRETERA LIBRAMIENTO ROMITA 53, COLONIA EL ZAPOTE, ROMITA, GUANAJUATO, CP. 36204",20.875194,-101.501417
GTSSA005531,SSA,Secretaría de Salud,GUANAJUATO,TARANDACUAO,Consulta Externa,CES,Centros de Salud con Servicios Ampliados,Primer Nivel,Público,CESSA TARANDACUAO,"CALLE SAUCES 181, COLONIA GUANAJUATITO, TARANDACUAO, GUANAJUATO, CP. 38794",20.011833,-100.522637
GTSSA005543,SSA,Secretaría de Salud,GUANAJUATO,SAN FELIPE,Consulta Externa,U12NB,Urbano de 12 Núcleos Básicos y Más,Primer Nivel,Público,SAN FELIPE CAISES,"PROLONGACIÓN ALDAMA 1104, COLONIA INDEPENDENCIA, SAN FELIPE, GUANAJUATO, CP. 37600",21.475163,-101.22444
GTSSA005555,SSA,Secretaría de Salud,GUANAJUATO,CELAYA,Consulta Externa,U10NB,Urbano de 10 Núcleos Básicos,Primer Nivel,Público,COL. EMILIANO ZAPATA CAISES,"PROLONGACIÓN ANASTACIO BUSTAMANTE 301-C, COLONIA LOS PIRULES, CELAYA, GUANAJUATO, CP. 38036",20.55219,-100.782254
GTSSA005560,SSA,Secretaría de Salud,GUANAJUATO,PUEBLO NUEVO,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,UMAPS PUEBLO NUEVO,"CALLE RUBI 100, COLONIA LAZARO CARDENAS, PUEBLO NUEVO, GUANAJUATO, CP. 36890",20.534521,-101.3705408
GTSSA005572,SSA,Secretaría de Salud,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LA ERRE UMAPS ,"CALLE CHICHARO 6, RANCHERÍA LA ERRE, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GUANAJUATO, CP. 37842",21.099794,-100.911616
GTSSA005584,SSA,Secretaría de Salud,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,RIO LAJA UMAPS,"CALLE ROBLE 4, PUEBLO RIO LAJA, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GUANAJUATO, CP. 37810",21.200816,-100.931628
GTSSA005596,SSA,Secretaría de Salud,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,SANTIAGO DE CUENDA UMAPS,"CALLE MELCHOR OCAMPO 200, COLONIA FELIPE ANGELES, SANTA CRUZ DE JUVENTINO ROSAS, GUANAJUATO, CP. 38253",20.598973,-100.991328
GTSSA005601,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U3NB,Urbano de 03 Núcleos Básicos,Primer Nivel,Público,EL POTRERO UMAPS,"CALLE BELGA 102, COLONIA EL CARMEN (C.T.M.), LEON, GUANAJUATO, CP. 37296",21.1197504,-101.6037153
GTSSA005613,SSA,Secretaría de Salud,GUANAJUATO,LEON,Hospitalización,HINTC,Hospital Integral (Comunitario),Segundo Nivel,Público,HOSPITAL COMUNITARIO LAS JOYAS,"BOULEVARD MINERAL DE LA JOYA 2501, COLONIA LA ORDEÑA, LEON, GUANAJUATO, CP. 37359",21.142239,-101.7665326
GTSSA005625,SSA,Secretaría de Salud,GUANAJUATO,SAN DIEGO DE LA UNION,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,PEÑUELAS UMAPS,"PROLONGACIÓN MÉXICO 26, HACIENDA PEÑUELAS, SAN DIEGO DE LA UNION, GUANAJUATO, CP. 37875",21.385482,-100.787704
GTSSA005630,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,CIENEGUILLA-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , COLONIA CIENEGUILLA, VICTORIA, GUANAJUATO, CP. 37927",21.244266,-100.27821
GTSSA005666,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,U1NB,Urbano de 01 Núcleos Básicos,Primer Nivel,Público,UMAPS LO DE JUAREZ,"CALLE BENITO JUAREZ 1435, COLONIA EJIDO LO DE JUAREZ, IRAPUATO, GUANAJUATO, CP. 36620",20.7601,-101.3427
GTSSA005671,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,U10NB,Urbano de 10 Núcleos Básicos,Primer Nivel,Público,YURIRIA CAISES,"CALLE LEONA VICARIO 115, COLONIA 5 DE MAYO, YURIRIA, GUANAJUATO, CP. 38946",20.2099124,-101.1461873
GTSSA005683,SSA,Secretaría de Salud,GUANAJUATO,LEON,Hospitalización,M,Hospital General,Segundo Nivel,Público,HOSPITAL GENERAL LEON,"BOULEVARD PUENTE MILENIO 1001 A  , COLONIA SAN CARLOS, LEON, GUANAJUATO, CP. 37544",21.06002,-101.56666
GTSSA005695,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,U9NB,Urbano de 09 Núcleos Básicos,Primer Nivel,Público,CAISES GALAXIA EL NARANJAL,"CALLE CORAL 396, FRACCIONAMIENTO GALAXIA NARANJAL, IRAPUATO, GUANAJUATO, CP. 36626",20.7215,-101.3656411
GTSSA005700,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U8NB,Urbano de 08 Núcleos Básicos,Primer Nivel,Público,10 DE MAYO-CAISES,"CALLE ANDADOR MADRE AMALIA 706, COLONIA LAS TORRES, LEON, GUANAJUATO, CP. 37545",21.06576,-101.62145
GTSSA005712,SSA,Secretaría de Salud,GUANAJUATO,SILAO DE LA VICTORIA,Consulta Externa,U12NB,Urbano de 12 Núcleos Básicos y Más,Primer Nivel,Público,SILAO CAISES,"CALLE HACIENDA DE LA VICTORIA 178, FRACCIONAMIENTO EX HACIENDA DE FRANCO, SILAO DE LA VICTORIA, GUANAJUATO, CP. 36126",20.942332,-101.465641
GTSSA005724,SSA,Secretaría de Salud,GUANAJUATO,APASEO EL ALTO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LA CUEVITA UMAPS,"CALLE LAS FLORES 211, EJIDO LA CUEVITA, APASEO EL ALTO, GUANAJUATO, CP. 38537",20.3411391,-100.5819358
GTSSA005736,SSA,Secretaría de Salud,GUANAJUATO,APASEO EL GRANDE,Consulta Externa,U7NB,Urbano de 07 Núcleos Básicos,Primer Nivel,Público,CAISES APASEO EL GRANDE,"CALLE ESCARAMUZA 101, COLONIA DEL CHARCO, APASEO EL GRANDE, GUANAJUATO, CP. 38164",20.5451,-100.6794
GTSSA005741,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,U4NB,Urbano de 04 Núcleos Básicos,Primer Nivel,Público,TARIMORO-UMAPS,"CALLE PRESA DEL CUBO 120, COLONIA EL CERRITO (FOVISSSTE), TARIMORO, GUANAJUATO, CP. 38702",20.2908556,-100.7473061
GTSSA005765,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,U12NB,Urbano de 12 Núcleos Básicos y Más,Primer Nivel,Público,CAISES BENITO JUAREZ,"AVENIDA MARIANO J. GARCIA 283, COLONIA BENITO JUAREZ 1, IRAPUATO, GUANAJUATO, CP. 36557",20.6662,-101.3723262
GTSSA005770,SSA,Secretaría de Salud,GUANAJUATO,JERECUARO,Consulta Externa,U6NB,Urbano de 06 Núcleos Básicos,Primer Nivel,Público,JERECUARO CAISES,"CALLE TOPACIO 195, COLONIA EL ARENAL, JERECUARO, GUANAJUATO, CP. 38578",20.163945,-100.51373
GTSSA005782,SSA,Secretaría de Salud,GUANAJUATO,CORTAZAR,Consulta Externa,U1NB,Urbano de 01 Núcleos Básicos,Primer Nivel,Público,CAÑADA DE CARACHEO-UMAPS,"CAMINO VIEJO A SAN FRANCISCO  DE LOS LEON 100, PUEBLO CAÑADA DE CARACHEO, CORTAZAR, GUANAJUATO, CP. 38490",20.376032,-100.95232
GTSSA005794,SSA,Secretaría de Salud,GUANAJUATO,VILLAGRAN,Consulta Externa,U6NB,Urbano de 06 Núcleos Básicos,Primer Nivel,Público,CAISES VILLAGRAN,"AVENIDA CECYTEG 48, COLONIA LAS FLORES, VILLAGRAN, GUANAJUATO, CP. 38260",20.517467,-101.010148
GTSSA005806,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U4NB,Urbano de 04 Núcleos Básicos,Primer Nivel,Público,LOMAS DE ECHEVESTE-UMAPS,"CALLE BISONTE  102, COLONIA LOMAS DE ECHEVESTE, LEON, GUANAJUATO, CP. 37208",21.1796393,-101.6602597
GTSSA005811,SSA,Secretaría de Salud,GUANAJUATO,SALAMANCA,Consulta Externa,U1NB,Urbano de 01 Núcleos Básicos,Primer Nivel,Público,LOS PRIETOS - UMAPS,"CALLE EL SAUZ 222, PUEBLO LOS PRIETOS (EL CAJON), SALAMANCA, GUANAJUATO, CP. 36876",20.5781451,-101.2636265
GTSSA005823,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,CES,Centros de Salud con Servicios Ampliados,Primer Nivel,Público,VICTORIA CESSA,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, COLONIA VICTORIA CENTRO, VICTORIA, GUANAJUATO, CP. 37920",21.21128,-100.22039
GTSSA005835,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,UMAPS-VENADO DE YOSTIRO,"NINGUNO SIN NOMBRE SIN NÚMERO, PUEBLO EL VENADO DE YÓSTIRO , IRAPUATO, GUANAJUATO, CP. 36847",20.578,-101.435
GTSSA005840,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,U1NB,Urbano de 01 Núcleos Básicos,Primer Nivel,Público,LA CALERA-UMAPS,"CALLE CAMINO DE LA PLATA SIN NÚMERO, EJIDO LA CALERA, IRAPUATO, GUANAJUATO, CP. 36810",20.8055,-101.3338
GTSSA005852,SSA,Secretaría de Salud,GUANAJUATO,ATARJEA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL CARRICILLO-UMAPS,"CALLE NOGAL SIN NUMERO  , RANCHERÍA EL CARRICILLO, ATARJEA, GUANAJUATO, CP. 37948",21.310996,-99.836369
GTSSA005864,SSA,Secretaría de Salud,GUANAJUATO,GUANAJUATO,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,SERVICIO AMIGABLE ITINERANTE EDUSEX,"CALLE TAMAZUCA 4, COLONIA GUANAJUATO CENTRO, GUANAJUATO, GUANAJUATO, CP. 36000",21.0198027,-101.2593188
GTSSA005876,SSA,Secretaría de Salud,GUANAJUATO,CELAYA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL PUESTO-UMAPS,"CALLE JOSE JOAQUIN DE HERRERA 112, PUEBLO EL PUESTO , CELAYA, GUANAJUATO, CP. 38144",20.467731,-100.823392
GTSSA006495,SSA,Secretaría de Salud,GUANAJUATO,SALVATIERRA,Hospitalización,M,Hospital General,Segundo Nivel,Público,HOSPITAL GENERAL SALVATIERRA,"AVENIDA BICENTENARIO 801, RANCHERÍA JANICHO, SALVATIERRA, GUANAJUATO, CP. 38933",20.20029,-100.907238
GTSSA006504,SSA,Secretaría de Salud,GUANAJUATO,GUANAJUATO,Consulta Externa,UNEMES,Unidad de Especialidades Médicas,Primer Nivel,Público,CENTRO REGIONAL DE DESARROLLO INFANTIL Y ESTIMULACION TEMPRANA,"CALLE GIL LOPEZ SIN NUMERO  , PUEBLO PUENTECILLAS, GUANAJUATO, GUANAJUATO, CP. 36263",20.930623,-101.279644
GTSSA006513,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,T,Clínica de Especialidades,Primer Nivel,Público,CENTRO DE ATENCION INTEGRAL EN ADICCIONES,"CARRETERA ANTIGUA CARRETERA LEON-SAN FRANCISCO DEL RINCON SIN NUMERO  , COLONIA SAN PEDRO DEL MONTE (LA HUIZACHERA), LEON, GUANAJUATO, CP. 37660",21.047589,-101.710559
GTSSA016546,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,U7NB,Urbano de 07 Núcleos Básicos,Primer Nivel,Público,CAISES LAS MISIONES,"CALLE SANTA CLARA ESQUINA SAN CARLOS  SIN NÚMERO, COLONIA LAS MISIONES, IRAPUATO, GUANAJUATO, CP. 36567",20.66675,-101.3577
GTSSA016685,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U4NB,Urbano de 04 Núcleos Básicos,Primer Nivel,Público,LEON II-UMAPS,"BOULEVARD MARIANO ESCOBEDO 6804, COLONIA LEON II, LEON, GUANAJUATO, CP. 37408",21.1055544,-101.7311186
GTSSA016690,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,ARBOLEDAS DE LOS CASTILLOS-UMAPS,"CALLE CERRO DE LOS MILAGROS 345, COLONIA ARBOLEDAS DE LOS CASTILLOS II, LEON, GUANAJUATO, CP. 37209",21.2088803,-101.6745962
GTSSA016702,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U3NB,Urbano de 03 Núcleos Básicos,Primer Nivel,Público,LA LIBERTAD-UMAPS,"CALLE PLAN DE GUADALUPE 105, COLONIA LIBERTAD, LEON, GUANAJUATO, CP. 37548",21.0608071,-101.6214628
GTSSA016714,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U3NB,Urbano de 03 Núcleos Básicos,Primer Nivel,Público,8 DE MARZO-UMAPS,"CALLE 7 DE JULIO 136, COLONIA 8 DE MARZO, LEON, GUANAJUATO, CP. 37207",21.169147,-101.638357
GTSSA016726,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,U9NB,Urbano de 09 Núcleos Básicos,Primer Nivel,Público,PURISIMA DEL JARDIN-CAISES,"CALLE GERARDO MURILLO 3, FRACCIONAMIENTO PURISIMA DEL JARDIN, IRAPUATO, GUANAJUATO, CP. 36555",20.643901,-101.39029
GTSSA016731,SSA,Secretaría de Salud,GUANAJUATO,SAN FELIPE,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,LOS BARCOS-UMAPS,"CALLE SALINAS SIN NUMERO  , RANCHERÍA SAN JOSÉ DE LOS BARCOS, SAN FELIPE, GUANAJUATO, CP. 37606",21.306941,-101.251494
GTSSA016743,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,U4NB,Urbano de 04 Núcleos Básicos,Primer Nivel,Público,BALCONES DE LA JOYA-UMAPS,"CALLE BALCÓN DE LOS RUISEÑORES 104, COLONIA BALCONES DE LA JOYA, LEON, GUANAJUATO, CP. 37355",21.12869,-101.74529
GTSSA016755,SSA,Secretaría de Salud,GUANAJUATO,APASEO EL GRANDE,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,ESTANCIA DEL LLANO-UMAPS,"CAMINO MORELOS SIN NUMERO  , PUEBLO ESTANCIA DEL LLANO (SAN JOSE DEL LLANO), APASEO EL GRANDE, GUANAJUATO, CP. 38197",20.515818,-100.725624
GTSSA016760,SSA,Secretaría de Salud,GUANAJUATO,APASEO EL GRANDE,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LA NORITA-UMAPS,"CALLE CONSTITUYENTES SIN NUMERO  , EJIDO LA NORITA, APASEO EL GRANDE, GUANAJUATO, CP. 38185",20.5536152,-100.514067
GTSSA016772,SSA,Secretaría de Salud,GUANAJUATO,CELAYA,Consulta Externa,U9NB,Urbano de 09 Núcleos Básicos,Primer Nivel,Público,RESIDENCIAL TECNOLOGICO-CAISES,"CALLE MANUEL OROZCO Y BERRA 1071, COLONIA RESIDENCIAL TECNOLOGICO, CELAYA, GUANAJUATO, CP. 38010",20.54673,-100.806952
GTSSA016784,SSA,Secretaría de Salud,GUANAJUATO,SAN DIEGO DE LA UNION,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,POZO ADEMADO-UMAPS,"AVENIDA SAN DIEGO SIN NUMERO  , RANCHERÍA POZO ADEMADO, SAN DIEGO DE LA UNION, GUANAJUATO, CP. 37874",21.331157,-100.804284
GTSSA016801,SSA,Secretaría de Salud,GUANAJUATO,SAN MIGUEL DE ALLENDE,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,SAN JOSE DE ALLENDE-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , PUEBLO SAN JOSE DE ALLENDE, SAN MIGUEL DE ALLENDE, GUANAJUATO, CP. 37883",20.861263,-101.032073
GTSSA016813,SSA,Secretaría de Salud,GUANAJUATO,ROMITA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CORRALES AYALA-UMAPS,"CALLE PEDRO LONA 11, COLONIA RAFAEL CORRALES AYALA, ROMITA, GUANAJUATO, CP. 36212",20.901944,-101.517346
GTSSA016825,SSA,Secretaría de Salud,GUANAJUATO,ROMITA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,GAVIA DE RIONDA-UMAPS,"CALLE MANUEL DOBLADO SIN NUMERO  , EJIDO GAVIA DE RIONDA, ROMITA, GUANAJUATO, CP. 36218",20.833922,-101.616825
GTSSA016830,SSA,Secretaría de Salud,GUANAJUATO,CELAYA,Consulta Externa,U10NB,Urbano de 10 Núcleos Básicos,Primer Nivel,Público,COLONIA LAGOS-CAISES,"CALLE LAGO DE CAMECUARO 1001, COLONIA LOS LAGOS, CELAYA, GUANAJUATO, CP. 38060",20.5102098,-100.8355359
GTSSA016842,SSA,Secretaría de Salud,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,Hospitalización,HINTC,Hospital Integral (Comunitario),Segundo Nivel,Público,HOSPITAL COMUNITARIO SANTA CRUZ DE JUVENTINO ROSAS,"CALLE JOSE VASCONCELOS 101, COLONIA MAGISTERIAL, SANTA CRUZ DE JUVENTINO ROSAS, GUANAJUATO, CP. 38244",20.641386,-100.984684
GTSSA016854,SSA,Secretaría de Salud,GUANAJUATO,SALAMANCA,Consulta Externa,U4NB,Urbano de 04 Núcleos Básicos,Primer Nivel,Público,LAZARO CARDENAS-UMAPS,"CALLE HORACIO IRETA ALAS 200, COLONIA LAZARO CARDENAS, SALAMANCA, GUANAJUATO, CP. 36723",20.594637,-101.20295
GTSSA016866,SSA,Secretaría de Salud,GUANAJUATO,SALAMANCA,Consulta Externa,U4NB,Urbano de 04 Núcleos Básicos,Primer Nivel,Público,JARDINES DEL SOL-UMAPS,"CALLE MATAMOROS 1417, FRACCIONAMIENTO JARDINES DEL SOL, SALAMANCA, GUANAJUATO, CP. 36752",20.567721,-101.182665
GTSSA016871,SSA,Secretaría de Salud,GUANAJUATO,SALAMANCA,Consulta Externa,U1NB,Urbano de 01 Núcleos Básicos,Primer Nivel,Público,LOMA DE SAN ANTONIO-UMAPS,"CALLE INDEPENDENCIA SIN NÚMERO, PUEBLO LOMA PELADA, SALAMANCA, GUANAJUATO, CP. 36870",20.5726229,-101.3021125
GTSSA016883,SSA,Secretaría de Salud,GUANAJUATO,SALAMANCA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL ESTANCO-UMAPS,"PRIVADA CORREGIDORA 103, COLONIA EL ESTANCO, SALAMANCA, GUANAJUATO, CP. 36854",20.756749,-101.163937
GTSSA016895,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,U5NB,Urbano de 05 Núcleos Básicos,Primer Nivel,Público,LA LOMA-CAISES,"CALLE INDEPENDENCIA 1, BARRIO LA LOMA, VALLE DE SANTIAGO, GUANAJUATO, CP. 38405",20.38454,-101.201644
GTSSA016900,SSA,Secretaría de Salud,GUANAJUATO,JARAL DEL PROGRESO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,PROVIDENCIA-UMAPS,"CALLE MORELOS SIN NUMERO  , EJIDO PROVIDENCIA, JARAL DEL PROGRESO, GUANAJUATO, CP. 38488",20.354948,-101.021263
GTSSA016912,SSA,Secretaría de Salud,GUANAJUATO,SAN JOSE ITURBIDE,Hospitalización,M,Hospital General,Segundo Nivel,Público,HOSPITAL GENERAL SAN JOSE ITURBIDE,"CALLE  LUIS FERRO MEDINA 50, FRACCIONAMIENTO VILLA CORZO, SAN JOSE ITURBIDE, GUANAJUATO, CP. 37985",20.9896335,-100.3928316
GTSSA016936,SSA,Secretaría de Salud,GUANAJUATO,SAN MIGUEL DE ALLENDE,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,CARAVANA TIPO II CIENEGA DE JUANA RUIZ,"CALLE ARCOIRIS SIN NÚMERO, COLONIA LA LEJONA, SAN MIGUEL DE ALLENDE, GUANAJUATO, CP. 37765",20.894402,-100.752571
GTSSA016941,SSA,Secretaría de Salud,GUANAJUATO,SAN LUIS DE LA PAZ,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,CARAVANA TIPO II MESA DE JESÚS,"CALLE MEXICO 68 110, COLONIA LA CENTRAL, SAN LUIS DE LA PAZ, GUANAJUATO, CP. 37906",21.292782,-100.526802
GTSSA016953,SSA,Secretaría de Salud,GUANAJUATO,PENJAMO,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,CARAVANA TIPO II TIERRAS NEGRAS,"CALLE ALDAMA 38, COLONIA PENJAMO CENTRO, PENJAMO, GUANAJUATO, CP. 36900",20.4280181,-101.7227
GTSSA016965,SSA,Secretaría de Salud,GUANAJUATO,LEON,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,CARAVANA TIPO II LOS ALISOS,"CALLE INMACULADA  103, COLONIA ESPAÑITA, LEON, GUANAJUATO, CP. 37266",21.1204,-101.65871
GTSSA016970,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Hospitalización,HINTC,Hospital Integral (Comunitario),Segundo Nivel,Público,HOSPITAL COMUNITARIO TARIMORO,"CALLE REFORMA 68, COLONIA EMILIANO ZAPATA, TARIMORO, GUANAJUATO, CP. 38703",20.2828832,-100.7484521
GTSSA016982,SSA,Secretaría de Salud,GUANAJUATO,SAN DIEGO DE LA UNION,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL ROSALITO-UMAPS,"CALLE TERMINAL SIN NUMERO  , RANCHERÍA EL ROSALITO, SAN DIEGO DE LA UNION, GUANAJUATO, CP. 37877",21.377971,-100.641521
GTSSA016994,SSA,Secretaría de Salud,GUANAJUATO,VILLAGRAN,Hospitalización,HINTC,Hospital Integral (Comunitario),Segundo Nivel,Público,HOSPITAL COMUNITARIO VILLAGRAN,"PROLONGACIÓN MORELOS 2, COLONIA VILLAGRAN CENTRO, VILLAGRAN, GUANAJUATO, CP. 38260",20.511026,-100.990528
GTSSA017006,SSA,Secretaría de Salud,GUANAJUATO,CORTAZAR,Consulta Externa,U8NB,Urbano de 08 Núcleos Básicos,Primer Nivel,Público,CORTAZAR-CAISES,"CALLE FRANCISCO I. MADERO SIN NUMERO  , COLONIA CORTAZAR CENTRO, CORTAZAR, GUANAJUATO, CP. 38300",20.488821,-100.9642879
GTSSA017011,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,UNEMES,Unidad de Especialidades Médicas,Primer Nivel,Público,CISAME IRAPUATO,"CALLE DIF SIN NÚMERO, COLONIA COLON, IRAPUATO, GUANAJUATO, CP. 36597",20.6531,-101.3388
