clues,institucion_siglas,institución,entidad,municipio,tipo_establecimiento,clave_tipologia,nombre_tipologia,nivel_atencion,sector,nombre_unidad,direccion_completa,latitud,longitud
GTSSA004476,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL ACEBUCHE-UMAPS,"CALLE BENITO JUAREZ 162, RANCHERÍA EL ACEBUCHE, TARIMORO, GUANAJUATO, CP. 38700",20.22253,-100.738163
GTSSA004481,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CAÑADA DE TIRADOS DE ARRIBA-UMAPS,"CALLE EL ESFUERZO SIN NUMERO  , COLONIA CAÑADA DE TIRADOS DE ARRIBA, TARIMORO, GUANAJUATO, CP. 38708",20.29678,-100.687376
GTSSA004493,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CERRO PRIETO-UMAPS,"CALLE PRINCIPAL SIN NUMERO  , RANCHERÍA CERRO PRIETO, TARIMORO, GUANAJUATO, CP. 38713",20.370928,-100.772962
GTSSA004505,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LOS FIERROS-UMAPS,"CALLE CAMINO REAL 15, RANCHERÍA LOS FIERROS, TARIMORO, GUANAJUATO, CP. 38725",20.191163,-100.7586
GTSSA004510,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,GUADALUPE-UMAPS,"CALLE CALVARIO SIN NUMERO  , RANCHERÍA GUADALUPE, TARIMORO, GUANAJUATO, CP. 38713",20.399797,-100.710172
GTSSA004522,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,HUAPANGO-UMAPS,"CALLE VICENTE GUERRERO 14, RANCHERÍA HUAPANGO, TARIMORO, GUANAJUATO, CP. 38712",20.365252,-100.683813
GTSSA004534,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LLANO GRANDE-UMAPS,"CALLE FRANCISCO VILLA SIN NUMERO  , RANCHERÍA LLANO GRANDE, TARIMORO, GUANAJUATO, CP. 38713",20.371362,-100.736559
GTSSA004546,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,MINILLAS-UMAPS,"CALLE LAZARO CARDENAS  SIN NUMERO  , RANCHERÍA MINILLAS, TARIMORO, GUANAJUATO, CP. 38716",20.337028,-100.687836
GTSSA004551,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,LA MONCADA-UMAPS,"CALLE DONACIANO FRANCO SIN NUMERO  , PUEBLO LA MONCADA, TARIMORO, GUANAJUATO, CP. 38720",20.279442,-100.813825
GTSSA004563,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,LA NORIA DE GALLEGOS-UMAPS,"CALLE PIPILA  31, RANCHERÍA LA NORIA DE GALLEGOS, TARIMORO, GUANAJUATO, CP. 38710",20.3341,-100.7859
GTSSA004575,SSA,Secretaría de Salud,GUANAJUATO,TARIMORO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,SAN NICOLAS DE LA CONDESA-UMAPS,"CALLE MORELOS  SIN NUMERO  , EJIDO SAN NICOLAS DE LA CONDESA, TARIMORO, GUANAJUATO, CP. 38725",20.233709,-100.781428
GTSSA004580,SSA,Secretaría de Salud,GUANAJUATO,TIERRA BLANCA,Consulta Externa,CES,Centros de Salud con Servicios Ampliados,Primer Nivel,Público,TIERRA BLANCA CESSA,"PRIVADA GALLEGOS  SIN NÚMERO, PUEBLO TIERRA BLANCA, TIERRA BLANCA, GUANAJUATO, CP. 37970",21.0991862,-100.1621363
GTSSA004592,SSA,Secretaría de Salud,GUANAJUATO,TIERRA BLANCA,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 9 ANIMAS,"PRIVADA GALLEGOS SIN NÚMERO, PUEBLO TIERRA BLANCA, TIERRA BLANCA, GUANAJUATO, CP. 37970",21.099304,-100.162288
GTSSA004604,SSA,Secretaría de Salud,GUANAJUATO,TIERRA BLANCA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CIENEGUILLA-UMAPS,"CALLE ARROYO SECO SIN NUMERO  , COLONIA CIENEGUILLA, TIERRA BLANCA, GUANAJUATO, CP. 37975",21.081727,-100.184232
GTSSA004616,SSA,Secretaría de Salud,GUANAJUATO,TIERRA BLANCA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LA CUESTA DE PEÑONES-UMAPS,"CALLE HIDALGO  SIN NUMERO  , RANCHERÍA LA CUESTA DE PEÑONES, TIERRA BLANCA, GUANAJUATO, CP. 37973",21.082635,-100.239874
GTSSA004621,SSA,Secretaría de Salud,GUANAJUATO,TIERRA BLANCA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LA ESTANCIA-UMAPS,"AVENIDA ZAMORANO SIN NUMERO  , RANCHERÍA LA ESTANCIA, TIERRA BLANCA, GUANAJUATO, CP. 37978",21.014443,-100.145012
GTSSA004633,SSA,Secretaría de Salud,GUANAJUATO,TIERRA BLANCA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,RINCON DEL CANO-UMAPS,"AVENIDA NIÑOS HEROES  SIN NUMERO  , RANCHERÍA RINCON DEL CANO , TIERRA BLANCA, GUANAJUATO, CP. 37975",21.053737,-100.239916
GTSSA004645,SSA,Secretaría de Salud,GUANAJUATO,TIERRA BLANCA,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 10 HUIZACHE,"PRIVADA GALLEGOS SIN NÚMERO, PUEBLO TIERRA BLANCA, TIERRA BLANCA, GUANAJUATO, CP. 37970",21.099304,-100.162288
GTSSA004650,SSA,Secretaría de Salud,GUANAJUATO,URIANGATO,Hospitalización,M,Hospital General,Segundo Nivel,Público,HOSPITAL GENERAL URIANGATO,"BOULEVARD LEOVINO ZAVALA 72, COLONIA INDEPENDENCIA, URIANGATO, GUANAJUATO, CP. 38982",20.151585,-101.1711937
GTSSA004674,SSA,Secretaría de Salud,GUANAJUATO,URIANGATO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL CERRO-UMAPS,"CALLE BENITO JUAREZ 6, RANCHERÍA EL CERRO, URIANGATO, GUANAJUATO, CP. 38989",20.040926,-101.203053
GTSSA004686,SSA,Secretaría de Salud,GUANAJUATO,URIANGATO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL CHARCO-UMAPS,"CALLE MADERO 8, RANCHERÍA EL CHARCO, URIANGATO, GUANAJUATO, CP. 38986",20.145831,-101.133116
GTSSA004691,SSA,Secretaría de Salud,GUANAJUATO,URIANGATO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL DERRAMADERO-UMAPS,"CALLE GUANAJUATO 1, PUEBLO EL DERRAMADERO, URIANGATO, GUANAJUATO, CP. 38987",20.084051,-101.127019
GTSSA004703,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,U12NB,Urbano de 12 Núcleos Básicos y Más,Primer Nivel,Público,VALLE DE SANTIAGO-CAISES,"CALLE EMILIO CARRANZA 9, COLONIA VALLE DE SANTIAGO CENTRO, VALLE DE SANTIAGO, GUANAJUATO, CP. 38400",20.393715,-101.179561
GTSSA004715,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 31 EL BORREGO,"CALLE EMILIO CARRANZA 9, COLONIA VALLE DE SANTIAGO CENTRO, VALLE DE SANTIAGO, GUANAJUATO, CP. 38400",20.393715,-101.179561
GTSSA004732,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,COPALES-UMAPS,"CALLE MIGUEL HIDALGO 13, EJIDO COPALES, VALLE DE SANTIAGO, GUANAJUATO, CP. 38433",20.346733,-101.326589
GTSSA004744,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,CHARCO DE PANTOJA-UMAPS,"CALLE FRANCISCO I MADERO 7, EJIDO CHARCO DE PANTOJA, VALLE DE SANTIAGO, GUANAJUATO, CP. 38440",20.391537,-101.352321
GTSSA004756,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,U1NB,Urbano de 01 Núcleos Básicos,Primer Nivel,Público,LAS JICAMAS-UMAPS,"CALLE 16 DE SEPTIEMBRE  24, EJIDO LAS JICAMAS, VALLE DE SANTIAGO, GUANAJUATO, CP. 38463",20.276439,-101.357591
GTSSA004761,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,MAGDALENA DE ARACEO-UMAPS,"CALLE AGUSTIN ITURBIDE 24  , PUEBLO MAGDALENA DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, CP. 38450",20.306202,-101.180252
GTSSA004773,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,MOGOTES DE SAN JOSE PARANGUEO-UMAPS,"CALLE FRANCISCO SIXTOS 2, COLONIA MOGOTES DE SAN JOSE PARANGUEO , VALLE DE SANTIAGO, GUANAJUATO, CP. 38420",20.4155143,-101.2984172
GTSSA004785,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,R3NB,Rural de 03 Núcleos Básicos y Más,Primer Nivel,Público,NORIA DE MOSQUEDA-UMAPS,"CALLE PINO SUAREZ 28, EJIDO NORIA DE MOSQUEDA, VALLE DE SANTIAGO, GUANAJUATO, CP. 38410",20.472945,-101.349006
GTSSA004790,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,PUERTA DE ANDARACUA-UMAPS,"CALLE CALZADA CORONEL 2A  , EJIDO PUERTA DE ANDARACUA, VALLE DE SANTIAGO, GUANAJUATO, CP. 38457",20.259341,-101.191854
GTSSA004802,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,RINCON DE PARANGUEO-UMAPS,"CALLE CENTRAL 5, EJIDO RINCON DE PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, CP. 38423",20.419751,-101.253933
GTSSA004814,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,SALITRE DE AGUILARES-UMAPS,"CALLE DESIDERIO LUNA  1, EJIDO EL SALITRE DE AGUILARES, VALLE DE SANTIAGO, GUANAJUATO, CP. 38464",20.316448,-101.443329
GTSSA004826,SSA,Secretaría de Salud,GUANAJUATO,VALLE DE SANTIAGO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL TAMBOR-UMAPS,"CALLE EMILIANO ZAPATA 4, RANCHERÍA EL TAMBOR, VALLE DE SANTIAGO, GUANAJUATO, CP. 38415",20.498405,-101.303337
GTSSA004843,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 7 MALINTO,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, COLONIA VICTORIA CENTRO, VICTORIA, GUANAJUATO, CP. 37920",21.21128,-100.22039
GTSSA004855,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,MILPILLAS DE SANTIAGO-UMAPS,"CALLE PRINCIPAL SIN NUMERO  , COLONIA MILPILLAS DE SANTIAGO, VICTORIA, GUANAJUATO, CP. 37928",21.199581,-100.175871
GTSSA004860,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,PUERTO DE PALMAS-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , RANCHERÍA PUERTO DE PALMAS, VICTORIA, GUANAJUATO, CP. 37924",21.418113,-100.114616
GTSSA004872,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,RANCHO VIEJO (ESPIRITU SANTO)-UMAPS,"CALLE PRINCIPAL SIN NUMERO  , RANCHERÍA RANCHO VIEJO (ESPIRITU SANTO), VICTORIA, GUANAJUATO, CP. 37923",21.547417,-100.159739
GTSSA004884,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 6 EL REFUGIO,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, COLONIA VICTORIA CENTRO, VICTORIA, GUANAJUATO, CP. 37920",21.21128,-100.22039
GTSSA004896,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 5 TEPEHUAJE,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, COLONIA VICTORIA CENTRO, VICTORIA, GUANAJUATO, CP. 37920",21.21128,-100.22039
GTSSA004913,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,DERRAMADEROS-UMAPS,"CARRETERA A LA JOYA FRIA SIN NUMERO  , RANCHERÍA DERRAMADEROS, VICTORIA, GUANAJUATO, CP. 37924",21.348192,-100.147264
GTSSA004925,SSA,Secretaría de Salud,GUANAJUATO,VICTORIA,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 8 JARALITO EL,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, COLONIA VICTORIA CENTRO, VICTORIA, GUANAJUATO, CP. 37920",21.21128,-100.22039
GTSSA004942,SSA,Secretaría de Salud,GUANAJUATO,VILLAGRAN,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,COLONIA 18 DE MARZO-UMAPS,"CALLE FRANCISCO VILLA SIN NUMERO  , PUEBLO 18 DE MARZO, VILLAGRAN, GUANAJUATO, CP. 38280",20.552067,-101.036732
GTSSA004954,SSA,Secretaría de Salud,GUANAJUATO,VILLAGRAN,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL CHINACO-UMAPS,"CALLE ROSA SIN NUMERO  , PUEBLO EL CHINACO (EL PUJIDO), VILLAGRAN, GUANAJUATO, CP. 38294",20.523246,-100.920755
GTSSA004966,SSA,Secretaría de Salud,GUANAJUATO,VILLAGRAN,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,MEXICANOS-UMAPS,"AVENIDA EL CORREO 201, PUEBLO MEXICANOS, VILLAGRAN, GUANAJUATO, CP. 38271",20.528088,-101.06963
GTSSA004971,SSA,Secretaría de Salud,GUANAJUATO,VILLAGRAN,Consulta Externa,R2NB,Rural de 02 Núcleos Básicos,Primer Nivel,Público,SAN SALVADOR TORRECILLAS-UMAPS,"CALLE CAMINO REAL 9, PUEBLO SAN SALVADOR TORRECILLAS, VILLAGRAN, GUANAJUATO, CP. 38293",20.5581,-100.9564
GTSSA004983,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,XICHU-UMAPS,"CALLE TAMPICO ZIHUATANEJO SIN NÚMERO, PUEBLO XICHU, XICHU, GUANAJUATO, CP. 37930",21.2981532,-100.0561756
GTSSA004995,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL AGUACATE-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , RANCHERÍA EL AGUACATE, XICHU, GUANAJUATO, CP. 37939",21.2525,-99.92314
GTSSA005000,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,SAN MIGUEL DE LAS CASITAS-UMAPS,"CAMINO JUAN DE LA BARRERA SIN NUMERO  , RANCHERÍA SAN MIGUEL DE LAS CASITAS, XICHU, GUANAJUATO, CP. 37930",21.30668,-100.1428
GTSSA005012,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,GUAMUCHIL-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , RANCHERÍA EL GUAMUCHIL, XICHU, GUANAJUATO, CP. 37935",21.334871,-99.946849
GTSSA005024,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,EL MILAGRO-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , RANCHERÍA PUERTO DE MILAGRO, XICHU, GUANAJUATO, CP. 37937",21.268606,-100.130537
GTSSA005036,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 02 SAN DIEGO DE LAS PITAHAYAS,"CALLE TAMPICO ZIHUATANEJO SIN NÚMERO, PUEBLO XICHU, XICHU, GUANAJUATO, CP. 37930",21.298251,-100.056163
GTSSA005041,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,MISION DE SANTA ROSA-UMAPS,"CALLE MORELOS SIN NUMERO  , RANCHERÍA MISION DE SANTA ROSA, XICHU, GUANAJUATO, CP. 37930",21.28908,-100.085724
GTSSA005053,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,PALOMAS-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , RANCHERÍA PALOMAS, XICHU, GUANAJUATO, CP. 37934",21.376439,-99.84992
GTSSA005065,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,PASO DE GUILLERMO(SAGRADO CORAZON)-UMAPS,"CAMINO A PINALITO SIN NUMERO  , RANCHERÍA PASO DE GUILLERMO, XICHU, GUANAJUATO, CP. 37939",21.224329,-99.923383
GTSSA005070,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 3  PILA LA,"CALLE TAMPICO ZIHUATANEJO SIN NÚMERO, PUEBLO XICHU, XICHU, GUANAJUATO, CP. 37930",21.298251,-100.056163
GTSSA005082,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 1  RUCIO EL,"CALLE TAMPICO ZIHUATANEJO SIN NÚMERO, PUEBLO XICHU, XICHU, GUANAJUATO, CP. 37930",21.298251,-100.056163
GTSSA005094,SSA,Secretaría de Salud,GUANAJUATO,XICHU,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LA SAVILA-UMAPS,"NINGUNO SIN NOMBRE SIN NUMERO  , RANCHERÍA LA ZABILA, XICHU, GUANAJUATO, CP. 37938",21.267756,-100.015251
GTSSA005111,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,LA CALERA -UMAPS,"CALLE IGNACIO ALLENDE  82, COLONIA LA CALERA, YURIRIA, GUANAJUATO, CP. 38960",20.156811,-101.339163
GTSSA005123,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,U3NB,Urbano de 03 Núcleos Básicos,Primer Nivel,Público,CERANO-UMAPS,"CALLE JESUS MONTAÑO  SIN NUMERO  , PUEBLO CERANO (SAN JUAN CERANO), YURIRIA, GUANAJUATO, CP. 38961",20.0996,-101.397446
GTSSA005135,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CERECUARO-UMAPS,"CALLE ROSALES SIN NUMERO  , RANCHERÍA CERECUARO, YURIRIA, GUANAJUATO, CP. 38964",20.049422,-101.347994
GTSSA005140,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,XOCONOXTLE-UMAPS,"CALLE 5 DE MAYO 10, RANCHERÍA XOCONOXTLE, YURIRIA, GUANAJUATO, CP. 38956",20.240842,-101.291719
GTSSA005152,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,JUAN LUCAS-UMAPS,"CALLE LAZARO CARDENAS 5, RANCHERÍA JUAN LUCAS, YURIRIA, GUANAJUATO, CP. 38967",20.181275,-101.304755
GTSSA005176,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,MONTE DE LOS JUAREZ-UMAPS,"CALLE FRANCISCO I MADERO SIN NUMERO  , RANCHERÍA MONTE DE LOS JUAREZ, YURIRIA, GUANAJUATO, CP. 38950",20.182197,-101.254315
GTSSA005181,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,PORULLO-UMAPS,"CALLE JORGE ARIEL MAYA SIN NUMERO  , RANCHERÍA PORULLO, YURIRIA, GUANAJUATO, CP. 38954",20.16834,-101.09544
GTSSA005193,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,U1NB,Urbano de 01 Núcleos Básicos,Primer Nivel,Público,CASACUARAN-UMAPS,"CALLE LAZARO CARDENAS 130, PUEBLO SAN PABLO CASACUARAN, YURIRIA, GUANAJUATO, CP. 38953",20.1976,-101.040637
GTSSA005205,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,SANTA MONICA OZUMBILLA-UMAPS,"CALLE 16 DE SEPTIEMBRE  SIN NUMERO  , PUEBLO SANTA MONICA OZUMBILLA, YURIRIA, GUANAJUATO, CP. 38967",20.142092,-101.278796
GTSSA005210,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,TEJOCOTE DE CALERA-UMAPS,"CALLE FRANCISCO VILLA 1, RANCHERÍA TEJOCOTE DE CALERA, YURIRIA, GUANAJUATO, CP. 38963",20.1794,-101.396328
GTSSA005222,SSA,Secretaría de Salud,GUANAJUATO,YURIRIA,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,TIMBINAL-UMAPS,"CALLE BUENOS AIRES  100, PUEBLO EL TIMBINAL, YURIRIA, GUANAJUATO, CP. 38958",20.091749,-101.048112
GTSSA005234,SSA,Secretaría de Salud,GUANAJUATO,ACAMBARO,Consulta Externa,U3NB,Urbano de 03 Núcleos Básicos,Primer Nivel,Público,SAN ISIDRO-UMAPS,"CALLE SAN DIEGO  20, COLONIA SAN ISIDRO, ACAMBARO, GUANAJUATO, CP. 38770",20.004323,-100.715204
GTSSA005246,SSA,Secretaría de Salud,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,LA CANTERA II-UMAPS,"CALLE PRINCIPAL SIN NUMERO  , RANCHERÍA LA CANTERA 2, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GUANAJUATO, CP. 37842",20.915317,-101.071318
GTSSA005251,SSA,Secretaría de Salud,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,Consulta Externa,UNMOV,Unidad Móvil,Primer Nivel,Público,ESI 40 SAN PEDRO PALO MOCHO,"CALLE ACTINIO SIN NUMERO  , FRACCIONAMIENTO LA ESPERANZA, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GUANAJUATO, CP. 37800",21.152234,-100.943302
GTSSA005263,SSA,Secretaría de Salud,GUANAJUATO,IRAPUATO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,SAN NICOLAS TEMAZCATIO-UMAPS,"CALLE ALLENDE 27, EJIDO SAN NICOLAS TEMASCATIO, IRAPUATO, GUANAJUATO, CP. 36825",20.7255277,-101.2515226
GTSSA005275,SSA,Secretaría de Salud,GUANAJUATO,PENJAMO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CUEVAS DE MORALES-UMAPS,"CALLE EMILIANO ZAPATA SIN NÚMERO, EJIDO CUEVAS DE MORALES, PENJAMO, GUANAJUATO, CP. 36946",20.29269,-101.8456
GTSSA005280,SSA,Secretaría de Salud,GUANAJUATO,PENJAMO,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,ESTACION PENJAMO-UMAPS,"NINGUNO SIN NOMBRE SIN NÚMERO, PUEBLO ESTACION PENJAMO, PENJAMO, GUANAJUATO, CP. 36938",20.3926,-101.6971
GTSSA005292,SSA,Secretaría de Salud,GUANAJUATO,PENJAMO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,PLAZUELAS-UMAPS,"CARRETERA PLAZUELAS SIN NÚMERO, COLONIA SAN JUAN EL ALTO PLAZUELAS, PENJAMO, GUANAJUATO, CP. 36935",20.3921973,-101.8236
GTSSA005304,SSA,Secretaría de Salud,GUANAJUATO,PENJAMO,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,GUANGUITIRO-UMAPS,"CALLE DEL TIGRE SIN NÚMERO, RANCHERÍA GUANGÜITIRO , PENJAMO, GUANAJUATO, CP. 36925",20.4439,-101.7695194
GTSSA005316,SSA,Secretaría de Salud,GUANAJUATO,SAN DIEGO DE LA UNION,Consulta Externa,R1NB,Rural de 01 Núcleo Básico,Primer Nivel,Público,CATALAN DEL REFUGIO-UMAPS,"CALLE SIN NOMBRE SIN NUMERO  , RANCHERÍA CATALAN DEL REFUGIO (CATALANES), SAN DIEGO DE LA UNION, GUANAJUATO, CP. 37876",21.320943,-100.736676
GTSSA005386,SSA,Secretaría de Salud,GUANAJUATO,APASEO EL ALTO,Consulta Externa,U2NB,Urbano de 02 Núcleos Básicos,Primer Nivel,Público,SAN BARTOLO AGUA CALIENTE-UMAPS,"CAMINO A SAN BARTOLO-ESPEJO SIN NUMERO  , PUEBLO SAN BARTOLOME AGUAS CALIENTES, APASEO EL ALTO, GUANAJUATO, CP. 38510",20.493731,-100.554037
